ID,Rank,Name,Icon,Frame,Level,Gear Tier,TCP,STP,War MVP,Characters Collected,Roster Share,Days In Alliance
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:11,member,beou,https://assets.marvelstrikeforce.com/imgs/Portrait_OldManLogan_d9559148.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_BATTLEWORLDKNULL_e1e67e5d.png,110,110,364132257,14932673,63,371,true,438
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:12,member,Harbard,https://assets.marvelstrikeforce.com/imgs/Portrait_PandaPool_78bd2983.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_DANGERROOM_HELLCAT_0554775f.png,110,110,337547653,15117282,49,372,true,361
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:13,member,iZi,https://assets.marvelstrikeforce.com/imgs/Portrait_UrsaMajor_b43b91b2.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,362331955,15551898,99,371,true,326
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:14,member,StarkNell,https://assets.marvelstrikeforce.com/imgs/Portrait_IronManInfinityWar_d7bb59d6.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,320457310,15309299,363,370,true,182
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:15,captain,lolo,https://assets.marvelstrikeforce.com/imgs/Portrait_Gambit_27e36668.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_WORTHY26_fd316be3.png,110,110,314053713,15667073,145,370,true,171
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:16,member,Xam972,https://assets.marvelstrikeforce.com/imgs/Portrait_BladeMighty_a93a93c7.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_BATTLEWORLDKNULL_e1e67e5d.png,110,110,416602431,16774967,203,370,true,98
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:17,member,K8be24,https://assets.marvelstrikeforce.com/imgs/Portrait_SpiderPunk_31d6dd76.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_AUG2META2024_0a967beb.png,110,110,307695928,15868574,62,370,true,87
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:18,member,EzCommandant,https://assets.marvelstrikeforce.com/imgs/Portrait_Gamora_1d02692f.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,294238120,15511584,48,369,true,87
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:19,member,fredydy13,https://assets.marvelstrikeforce.com/imgs/Portrait_BladeMighty_a93a93c7.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,328963143,15038580,17,371,true,86
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:20,member,AkAshA71,https://assets.marvelstrikeforce.com/imgs/Portrait_Dormammu_50eb0f8e.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,395620457,17607332,75,369,true,54
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:21,member,Ononmyo,https://assets.marvelstrikeforce.com/imgs/Portrait_Xavier_5621f4f9.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_APOCALYPSE_1_0c3ca9de.png,110,110,222728980,14918950,1,369,true,54
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:22,member,Jaws,https://assets.marvelstrikeforce.com/imgs/Portrait_JeffTheLandShark_e45dd9e2.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_8YEARCOMIC_82ac1d3c.png,110,110,391029825,16216097,49,372,true,24
20000768796:8a7df452-459d-445e-b7a1-3bd44562e8e5:23,member,MaddoxX,https://assets.marvelstrikeforce.com/imgs/Portrait_IronManInfinityWar_d7bb59d6.png,https://assets.marvelstrikeforce.com/imgs/ICON_FRAME_BATTLEWORLDKNULL_e1e67e5d.png,110,110,331776969,15907280,27,370,true,24
